lat,lon,name,admin1,admin2,cc
66.09919,-16.930431,Lón,fjörur. dýralíf. fuglar,Kelduhverfi liggur inn af botni Öxarfjarðar á Norðausturlandi. „Lífríki svæðisins er afar merkilegt fyrir margra hluta sakir. Gróðurlendin eru mörg allt frá því að vera uppblásnir melar í það að vera gróðursæll birkiskógur. Dýralífið einkennist einna helst af afar fjölskrúðugu fuglalífi og í Öxarfirði nær fjöldi nokkurra fuglategunda yfir viðmiðunarmörk fyrir alþjóðlega mikilvæg fuglasvæði“ (1). Áhugaverða fugla að finna við Lón eru vaðfuglar og mávar en einnig finnast endur og mávar við fiskeldisstöð í lóninu (2).,98JXBZU63S
64.73455,-23.775442,Lóndrangar,sögur og sagnir. fjörur. refir. dýralíf. hraun. þekktar gönguleiðir. drangar. fuglar. útsýni,Lóndrangar eru tveir fornir gígtappar úti við ströndina. yst á sunnanverðu Snæfellsnesi. Um er að ræða formfagra klettadranga úr basalti. Hærri drangurinn er 75 m og hinn ögn minni eða 61 m. Á svæðinu var fornt útræði og segir sagan að þegar mest var hafi 12 skip verið gerð þaðan út. „Lendingin var fyrir austan hærri dranginn og heitir þar Drangsvogur“ (1). „Bílastæði eru við Svalþúfu og á Malarrifi“ (2). en sérlega gott útsýni er yfir Lóndranga frá Svalþúfu (3).,K584HR2NV9
66.119431,-22.286602,Lónsjökull,þekktar gönguleiðir.  jöklar,Lónsjökull eða Kaldalónsjökull „skríður niður í Kaldalón (Lónsvík). um 5 km langa vík norðvestur úr Ísafjarðardjúpi. Frá jökulsporðinum í 140 m hæð fellur áin Mórilla í Kverk við norðurhlíðarnar. og hefur fyllt mestan hluta fjarðarins með framburði sínum.“ Við sporð jökulsins er nú fróðlegt að sjá núið berg koma undan jökli og gróður nema land. „Þarna er mikil náttúrufegurð“ (1). Skemmtileg gönguleið er frá bílastæði í Kaldalóni og um klukkutíma ganga að jöklinum. hann er þó sjálfur hættulegur yfirferðar enda mjög sprunginn (2. 3).,9P12CMLBYR
64.50103,-15.181722,Lónsöræfi,eldstöðvar.  gil og gljúfur.  þekktar gönguleiðir,„Friðlandið í Stafafellsfjöllum er oft kallað einu nafni Lónsöræfi. Þar er mikil fjölbreytni í formum og litum og mikið um líparít. holufyllingar og fagra steina. Víða eru grónir balar og ekki ólíklegt að menn rekist á hreindýr á ferð sinni um fjöllin. Lónsöræfi voru friðlýst árið 1977 og eru nú í umsjá Vatnajökulsþjóðgarðs. Frá miðjum sjöunda áratug síðustu aldar hafa ferðamenn lagt leið sína þangað í einhverjum mæli og hafa Lónsöræfi notið stigvaxandi vinsælda meðal göngufólks. Er nú net gönguleiða um svæðið. göngubrýr og skálar.“ (1) Skráðar athugasemdir: Svæðið er viðkvæmt og því alls ekki undirbúið fyrir mikið fjölgun ferðamanna og einnig af öryggisástæðum. (2),GYH5ABLURM
64.553841,-21.385059,Lundarkirkja,kirkjur,„Kirkja hefur að líkindum staðið að Lundi frá 11. öld. Hún var helguð Maríu guðsmóður og heilögum Lárentíusi. Sókn að kirkjunni eiga íbúar í Lundarreykjadal. Prestsetur var að Lundi en tekið af með lögum 16. nóv. 1907. en ekki lagt niður fyrr en 1932. þegar séra Sigurður Jónsson. síðasti presturinn að Lundi lést. Síðan fylgdi Lundur Hestþingum sem nú heitir Hvanneyrarprestakall. Annexía frá Lundi var Fitjar í Skorradal. Núverandi kirkja var vígð af herra Sigurbirni Einarssyni hinn 23. júní 1963. Hún er steinsteypt. 10.5 x 6.4 m að meðtöldum kór. Forkirkjan er 2 x 2.24 m. Kirkjusmiður var Þorvaldur Brynjólfsson frá Hrafnabjörgum.“,H6EA32JMKF
66.114876,-17.370382,Lundey,dýralíf. fuglar,Í Lundey er mikið fuglalíf og stór lundabyggð (1). „Mikil sjófuglabyggð gerir það að verkum að vinsælt er að sigla kringum eyna og skoða fuglalífið ásamt hvölum á Skjálfandaflóa. Lundinn hefur mikið aðdráttarafl. einkum fyrir erlent ferðafólk“ (2). Einnig má sjá hvali í kringum Lundey (3). Aðeins er hægt að skoða eyjuna frá landi eða bát (4).,23JG7VXYET
65.956116,-18.94677,Lundur Stíflu,sögur og sagnir,Lundur er fæðingarstaður Guðrúnar Baldvinu Árnadóttur. skáldkonu frá Lundi. Hún bjó á Lundi fyrstu ellefu æviár sín. „Í viðtölum talar Guðrún af alúð um æskuheimili sitt. Lund. og þegar hún tekur sér höfundarnafn kennir hún sig við það. (...) Guðrún tregaði ekki liðna tíð og óskrifaðar sögur heldur yfirvann smám saman allar torfærur sem urðu í vegi hverrar konu sem vildi verða rithöfundur í upphafi 20. aldarinnar“ (1). Margar af sögum Guðrúnar voru innblásnar af staðnum og lífinu þar í sveitinni (2).,KU7NVJA35X
63.436966,-18.771832,Lúpína á Mýrdalssandi,gróður,Seinni hluta júnímánaðar er Mýrdalssandur fagurblár af lúpínu séð frá þjóðveginum og setur hún skemmtilegan svip á umhverfið. Lúpínunni var sáð á stórt svæði á Mýrdalssandi og er um samvinnuverkefni Landgræðslu ríkisins og Vegagerðarinnar að ræða.,F8LNZU9EAP
65.148109,-13.687628,Lystigarður,skrúðgarðar.  gróður,Lystigarðurinn í Neskaupstað var stofnaður af Kvenfélaginu Nönnu árið 1934. Vegna 80 ára afmælis garðsins árið 2014 var unnið að endurbótum á garðinum og gosbrunnur og göngustígar lagaðir. Þá hafa einnig varið keyptir garðbekkir til þess að tylla sér á (1). Skrúðgarðurinn er í miðjum bænum. lítill og snyrtilegur og einstaklega fallegur (2. 3. 4).,FGXYREH58L
65.675301,-18.09358,Lystigarður Akureyrar,skrúðgarðar.  útilist.  gróður.  minnismerki.  byggingalist.  þekktar gönguleiðir.  sjaldgæfar jurtir,„Lystigarðurinn er á suðurbrekkunni sunnan Menntaskólans og er hann rekinn af Akureyrarbæ sem grasagarður og skrúðgarður. Almenningsgarðurinn var opnaður formlega 1912 en grasagarðurinn 1957. Garðurinn hefur verið stækkaður þrisvar frá upphafi og er nú um 3.7 hektarar. Hlutverk garðsins er margþætt. Fyrst og fremst er þó lögð áhersla á að finna með innflutningi og prófunum. fallegar. harðgerar. erlendar plöntur sem eftirsóknarvert væri að rækta hérlendis auk þess að vera almenningsgarður sem nýtist fólki til fróðleiks og skemmtunar. Garðurinn er rómaður fyrir fegurð og mikinn fjölda tegunda.“,FH5ENMU9TL
64.129021,-20.318001,Lystigarðurinn á Flúðum,sögur og sagnir.  útilist.  jarðhiti.  fuglar.  skógar.  skrúðgarðar.  gróður.  minnismerki.  dýralíf.  sjaldgæfar jurtir.  útsýni,Lystigarðurinn á Flúðum samanstendur af trjásafni. ungmennafélagsgarði og kvenfélagsskógi. Þar er einnig skógarskýli og frisbígolfvöllur sem blandað er inn í svæðið (1). Garðurinn er nýr áningarstaður sem er kjörinn til útivistar. Þar verður ýmiskonar fræðsla. afþreying og aðstaða í boði (2).,T8LC29UGHA
64.849876,-23.208015,Lýsugljúfur,gil og gljúfur,Lýsugljúfur er klettagljúfur neðan Lýsuskarðs. upp frá bænum Lýsuhól á Snæfellsnesi. Lýsuskarð er eitt þriggja meiri háttar eldfjalla á Snæfellsnesi en í því má finna allmikið af ungu líparíti líkt og í bröttum fjöllum ofan Lýsuhóls. Eru þau gerð úr djúpbergi auk þess sem þar má finna gabbró og granófýr (1). Í gljúfrinu er skemmtileg og áhugaverð gönguleið (2).,JHP469KXVA
64.841301,-23.214251,Lýsuhólslaug,náttúrulaugar,Í laugina rennur heitt ölkelduvatn sem ekki er blandað klór og flokkast hún því sem náttúrulaug (1). „Vatnið er talið mjög græðandi og eflir gróanda í húð sundgesta. á það við um minniháttar skrámur. bólur og exem“ (2). Laugin fær vatn sitt úr borholu frá Laugarholti. Búningsaðstaða er á staðnum. Þarna er einnig heitur pottur (38°C) og gufubað. Laugin er opin yfir sumarið. Hún er 16.6*8 m að stærð og 0.9 – 2.1 m djúp. Áður en laugin var byggð var grjóthlaðin laug sem skemmdist í flóði 1980 (1).,17FXAL28T5
64.744949,-22.435612,Löngufjörur,dýralíf. fuglar. fjörur. selir,Miklar skeljasandsfjörur og leirur sem ná frá Hítarnesi að Stakkhamri. „Um fjörurnar var fyrrum alfaraleið og mátti fara þar þeysireið á þéttum söndum en sæta varð sjávarföllum“ (1). Löngufjörur eru afar mikilvægt svæði m.t.t. fuglalífs en þær voru skráðar á náttúruminjaskrá árið 1996. Nær sú friðun til grunnsævis. víðáttumikilla leira. sandfjara og fitja. auk fjölda eyja og skerja úti fyrir fjörunum (2). Fjaran er úr hvítum sandi en mest er um að ræða land sem er „þurrt um fjörur aðeins álar þar sem ár og lækir falla til sjávar en breytist í stór og mikil sjávarlón þegar flæðir. Úthafsöldur ná ekki þangað því utan við eru rif. eyjar og nes sem taka hvert við öðru en sjórinn streymir út og inn um þrönga ósa á milli þeirra“ (3).,FYD1MZLT8A
64.983391,-15.748566,Magnahellir,sögur og sagnir.  gil og gljúfur.  hellar,„Norðan Dimmugljúfra taka við Hafrahvammar. grasi grónar brekkur niður að Jökulsá að vestan en á móti þeim. austan ár. rís um 200 m hár og þverhníptur hrikalegur hamraveggur. Syðst í Hvömmunum. ofan til í brekkunni. er Magnahellir þar sem talið er að sauðamenn frá Brú hafi hafst við“ (1). Góð tröllasaga er einnig til af Magnahelli í Hafrahvömmum (2). Í hellinum er gestabók (3). Skráðar athugasemdir: Staðurinn er viðkvæmur. viðkvæmur gróður. (4),N41BVRM3FA
63.636982,-19.443172,Magni,eldstöðvar,Í eldgosinu á Fimmvörðuhálsi árið 2010 mynduðustu tveir gígar. Voru þeim gefin nöfn úr Ásatrú. „Stærri gígurinn fékk nafnið Magni en sá minni nafnið Móði og hraunið sem rann frá þeim heitir nú Goðahraun. Nöfnin vísa til Þórsmerkur og Goðalands. en Magni og Móði voru synir þrumuguðsins Þórs“ (1). Hafa gígarnir tveir mikið aðdráttarafl fyrir ferðamenn og er Magni gjarnan klifinn af göngufólki (2).,Z84VDLUN63
65.692169,-21.435001,Malarhorn,sögur og sagnir. fjörur. fuglar. útsýni,Malarhorn er hamraveggur í Malarvík. rétt norðan við Drangsnes. Fjaran er tilkomumikil og tilvalin til gönguferða (1). Þar er mikið fuglalíf auk þess sem mögnuð ísbönd geta myndast í klettunum yfir vetrartímann (2). Malarhorn tengist þjóðsögunni um tröllskessuna á Drangsnesi (Kerlingin) sem rak skóflu sína í hornið svo úr því hlutaðist klettadrangur sem kastaðist út á sjó og varð að Grímsey. Þykir Malarvík bera svipmót af lögun eyjarinnar (3).,DJ1C356R7Y
64.732048,-23.802979,Malarrif,berjaland. vitar. fjörur. dýralíf. þekktar gönguleiðir,Malarrif er bær skammt fyrir utan lóndranga. þar sem ströndin undir jökli skagar lengst til suðurs. Útræði var á Malarrifi öldum saman og allmikil sjósókn. allt fram til aldamóta 1900 og sjást enn merki um að á sjávarbakkanum. en sagt var að þar væri einn hættulegasti útgerðastaðurinn á Snæfellsnesi. Á Malarrifi er ljósviti. upphaflega frá 1917 (1). Á Malarrifi er einnig gott berjaland (2).,MN8AT19ZJY
64.728241,-23.802803,Malarrifsviti,fjörur. vitar. drangar. þekktar gönguleiðir. útsýni,"„Fyrst var reistur viti á Malarrifi árið 1917. Það var 20 m hár járngrindarviti sem smíðaður var í Reykjavík. fluttur í hlutum á staðinn og settur þar saman. Eins og margir þeirra járngrindavita sem byggðir voru hérlendis lét eldri Malarrifsvitinn fljótt undan síga fyrir veðrun og ryði og árið 1946 var núverandi viti byggður í hans stað.

Malarrifsviti yngri. hannaður af Ágústi Pálssyni arkitekt. er 24.5 m að hæð. steinsteyptur sívalur turn með fjórum stoðveggjum sem gefa honum sérstakt yfirbragð. Ljóshúsið var áður á eldri vitanum. Það er íslensk smíð. Malarrifsviti er í hópi friðaðra vita.“",BSJEX62N84
64.271912,-21.815496,Mannskaðafoss,fossar,Mannskaðafoss er að finna í miklum gilskorningum og gljúfrum við mynni Blikadals í Esju. ofan við Ártún. Fossinn fellur í ánni um það leiti sem hún hættir að kallast Blikadalsá og verður að Árstúnsá. Innar í Blikadal er einnig að finna Dyrafoss.,BVYKNSC932
65.675148,-18.094547,Margrethe Schiöth,útilist,„Verkið var afhjúpað á áttræðisafmæli frú Schiöth. hinn 31. júlí 1951. Margrethe. Friis að föðurnafni. var frá bænum Vejen á Jótlandi en fluttist til Akureyrar árið 1899 og giftist skömmu síðar bakarameistaranum Axel Schiöth. Margrethe er vafalaust fyrsta konan á Akureyri sem lét sér til hugar koma að gróðursetja sumarblóm á bersvæði. Hún var í áratugi forsvarsmaður Lystigarðsins eða þangað til 1. október 1953 þegar hún hætti sem formaður stjórnar Lystigarðsfélagsins og Akureyrarbær tók við garðinum. Árið 1941 var Margrethe gerð að heiðursborgara Akureyrar en hún andaðist 20. júní 1962.“,PV7UKD9HYT
64.071686,-21.892397,Maríuhellar,hellar. þekktar gönguleiðir,Maríuhellar eru hraunrásarhellar í Svínahrauni á mörkum Urriðakots og Vífilsstaða. „Hraunið er komið úr Búrfelli ofan Hafnarfjarðar. Hellarnir eru þrír: Vífilsstaðahellir. Urriðakotshellir og Draugahellir.“ Sumir vilja bæta fjórða hellinum í hópinn. Jósepshelli. „Tveir fyrstnefndu hellarnir voru fyrrum notaðir sem fjárhellar og stundum nefndir svo (Fjárhellar). (...) Talið er að nafnið Maríuhellar sé dregið af því að fyrrum voru hellarnir í eigu Viðeyjarklausturs. en klaustrið og kirkjan þar voru helguð Maríu guðsmóður“ (1). Maríuhellar voru friðlýstir 2014 sem fólkvangur með hluta Búrfellshrauns (2).,YSFPHJ42B6
64.346626,-21.665504,Maríuhöfn á Búðasandi,sögur og sagnir. fuglar. fjörur,„Maríuhöfn er forn verslunarstaður frá þjóðveldisöld og ein aðalsiglingarhöfn landsmanna á miðöldum“ (1). Nafnið Maríuhöfn er líklega í höfuðið á Maríu guðsmóður. Á Búðasandi var samkvæmt rannsóknum stærsti kaupstaður landsins á 14. öld. Þangað komu skip frá útlöndum og gátu haft vetursetu vegna lónsins. þangað sem þau voru dregin upp á haustin. Biskupsstóllinn í Skálholti naut góðs af þessari höfn og einnig var hún vel í sveit sett til þess að koma varningi á Þingvelli um þingtímann. þegar mannfjöldinn safnaðist þar saman í stórum stíl (2). Talið að drepsóttin svartidauði hafi borist til landsins í Maríuhöfn árið 1402 með klæðum Einars Herjólfssonar (1).,YS8AP73FM2
64.86239803,-17.6583977,Marteinsflæða / Hitulaug,jarðminjar.  gróður.  hraun.  jarðhiti.  náttúrulaugar,Marteinsflæða nefnast all víðáttumiklar grónar eyrar meðfram Skjálfandafljóti. nokkru norðan við brúna þegar farin er Gæsavatnaleið. og er eitt efsta samfellda gróðursvæði á þessum slóðum. Kenndar við Martein Þorgrímsson frá Garði í Mývatnssveit. Spölkorn sunnan Mareinsflæðu er Syðri-Hitulaug og stundum við hana kennd. Um 30-40 gráðu heitt vatn kemur þarna upp úr móhelluhrygg. Baldur Sigurðsson. gjarnan kenndur við Gæsavötn. hjó allgóða setlaug í klöppina árið 1975.,GKEUMLS8F3
64.327232,-20.279484,Marteinslaug,náttúrulaugar. fornminjar,Marteinslaug er á skógræktarsvæði ríkisins í Haukadal. Laugin er á bakka Kaldalækjar. Hún var samkvæmt ferðabók Eggerts Ólafssonar og Bjarna Pálssonar ein kunnasta lækningalind Íslands á fyrri tíð. Hún hefur tekið miklum breytingum í tímans rás. Laugin hefur verið friðuð og er í umsjá skógræktar ríkisins.,BFLUCDXN96
63.917557,-20.401287,Marteinstungukirkja,kirkjur,„Marteinstungukirkja er í Fellsmúlaprestakalli í Rangárvallaprófastsdæmi. Timburkirkjan. sem nú stendur. var byggð 1896. hönnuður kirkjunnar var Sigurður Guðbrandsson frá Hjálmholti. Hún tekur 80 manns í sæti og endurbætur fóru fram 1955. Kirkju er fyrst getið í Marteinstungu um 1200 og þá hét bærinn Tunga og síðar. 1397. Sóttartunga. Katólskar kirkjur á staðnum voru helgaðar heilögum Marteini. sem er líka nafngjafi bæjarins. Um 1950 var kirkjan plötuklædd að innan og gluggum breytt og um 1960 voru smíðaðir lausir bekkir í kirkjuna.“,Z9RNG31H5A
66.01722,-19.53817,Málmey,sögur og sagnir. fjörur. fornminjar. fuglar. útsýni,„Eyja austan megin í Skagafirði. Hún er fremur löng og láglend. en er þó hæst 125 metra há. Í eyjunni var búið fram til 1950. Sú þjóðsaga fylgir eynni að enginn megi búa þar lengur en 20 ár. Væri sú regla brotin átti húsfreyjan á bænum að hverfa og aldrei að sjást framar. Fyrsti viti á Íslandi var staðsettur í kirkju á eyjunni.“,KT7VENPSLU
64.311165,-21.598133,Meðalfellsvatn,sögur og sagnir. dýralíf. útsýni,„Staðurinn er í alfaraleið um Kjósarhrepp og margir telja það helsta kennileiti sveitarinnar“ (1). „Meðalfellsvatn í Kjós er gott veiðivatn. Áin Bugða rennur úr því í Laxá í Kjós. Í vatninu veiðist mikið af silungi en hann er fremur smár. Einnig hefur talsvert af sjóbirtingi fengist og laxveiði er óvíða meiri í stöðuvötnum landsins. Meðalfellsvatn er í um 46 m hæð yfir sjávarmáli og 2.03 km2 að stærð. Mesta dýpi þess er um 18.5 m en 2-5 m á dýpt á flestum stöðum. Strandlengjan er um 6 km að lengd“ (2).,CFYHK65EL8
65.863792,-17.926924,Mela- og Skuggabjargaskógur,útsýni. gróður. skógar. berjaland,Mela- og Skuggabjargarskógur í Þingeyjasveit er meðal stærstu og mestu birkiskóga landsins. „Skógrækt ríkisins eignaðist jörðina Skuggabjörg og hluta jarðarinnar Mela árið 1948. en þær voru þá báðar komnar í eyði. Skógurinn var svo friðaður fyrir beit. (...) Þar eru því eingöngu rústir torfbæja og tún sem aldrei voru unnin á nútímamáta. Að sama skapi er langt liðið síðan skógurinn var nýttur að ráði og því hefur hann þróast sem náttúruskógur. Hægt er að ímynda sér að svona hafi landið litið út við landnám.“ Mjög gott berjaland er í skóginum.,KL3GS52X9N
64.781357,-14.040684,Meleyri,fjörur.  fuglar.  útsýni,Stór og tignarleg sandfjara er við þjóðveg 1 rétt áður en komið er að Breiðdalsvík úr suðurátt. Frá fjörunni er víðsýnt. út á hafið og einnig tilkomumikil fjallasýn (1). Fjaran hentar vel til gönguferða en hún er þekkt fyrir ríkulegt fuglalíf (2). Skráðar athugasemdir: Viðkvæmur gróður. (3),MG2RL4XA7S
66.014267,-22.443781,Melgraseyrarkirkja,kirkjur,„Melgraseyrarkirkja er í Hólmavíkurprestakalli í Vestfjarðaprófastsdæmi. Melgraseyri er bær og kirkjustaður á utanverðri Langadalsströnd. Núverandi kirkja var vígð 10. september 1972. Hún tekur 60 - 70 manns í sæti. Bænhús var þar öldum saman og hið síðasta tók af í ofsaveðri 1966. Prestar í Kirkjubólsþingum sátu þar um skeið.“,Z9U8FHELGT
65.469879,-15.45028,Melur - Heiðarbýlin í göngufæri,sögur og sagnir.  þekktar gönguleiðir,Eitt af 22 heiðarbýlum á Jökuldalsheiðinni og heiðunum þar í kring. Uppi eru áform um að byggja upp menningartengda ferðaþjónustu með því að tengja saman heiðarbýlin með gönguleiðum. Hjá hverju býli verða upplýsingar um býlið. ábúendur og sögur. Býlið var byggt 1848. Býlisstofnendur töldu sig byggja í almenningi en presturinn á Hofi var á öðru máli. Eftir langar deilur gékk jörðin til Hofskirkju. „Melur var í byggð til 1904 en mun þó hafa verið í eyði örfá ár á tímabilinu.“ Á Mel er leitarmannakofi. (2) Skráðar athugasemdir: Staðurinn er viðkvæmur. Mýrlendi er á slóðanum að Mel handan Hofsár og umferð myndi valda verulegum skemmdum á votlendi. (2),CLGH1634AE
65.683357,-18.087387,Menningarhúsið Hof,byggingalist,„Menningarhúsið Hof er staðsett í miðbæ Akureyrar og er eitt af helstu kennileitum bæjarins.“ Aðalhönnuður menningarhússins er Arkþing. en hönnunarsamkeppni um byggingu hússins var haldin árið 2004 og bárust alls 33 tillögur í samkeppnina. Skóflustunga hússins var tekin 15. júlí 2006. Húsið er klætt íslensku stuðlabergi úr námu í Hrepphólum í Hrunamannahreppi. Í húsinu er fjölbreytt menningarstarfsemi. tveir stórir sýningasalir. veitingahús. hönnunarverslun. upplýsingarmiðstöð ferðmanna og þar hefur Tónlistarskólinn á Akureyri og Sinfóníuhljómsveit Norðurlands einnig aðsetur (1).,ZV3RSM429Y
64.146042,-21.936771,Menntaskólinn í Reykjavík,sögur og sagnir.  byggingalist.  þekktar gönguleiðir,„Árið 1841 kom út tilskipun um að flytja Latínuskólann frá Bessastöðum til Reykjavíkur. Þegar valin hafði verið lóð fyrir skólann var danskur hirðarkítekt. J.H. Koch. fenginn til að teikna húsið. Skv. heimildum kom húsið tilhöggvið frá Kristjánssandi í Noregi. Smíði þess tók tvö ár og var skólinn settur 1. október 1846. Skólahúsið er eitt af fyrstu tvílyftu húsunum í Reykjavík og var lengi vel það stærsta í bænum. (...) Húsið var friðað árið 1973.“,MKDG8RSFT6
64.026733,-19.878939,Merkihvoll,fornminjar,"„Merkihvols-rústir hinar fornu. Þær eru um 4.3 km. landnorður frá bænum. við veginn upp með Rangá ytri að vestan.“ 

„Þjóðsaga er að Brandur á Merkihvoli (þar 1819 - 29) hafi eitt sinn legið einn við veiðiskap við Veiðivötn og skotið útilegumann í kofadyrunum er hann vildi ryðjast inn til Brands. (...) Vestur frá Ampahól er annar hár hraunhóll flatur í kollinn og nefnist Vatnsgígur. Er gjóta niður í hann með vatni í botni og er talið að séu  allt að 15 metrar niður að vatninu. Ofan í þetta ker á Brandur á Merkihvoli að hafa varpað útilegumanninum dauðum“ (2).",LZ1GCVKEJS
64.02874,-19.864109,Merkihvolsskógur,fuglar. skógar,"Merkihvolsskógur er gamall skógur á bökkum Rangár sem var hluti hinna fornu Landskóga. Jarðvegsrof hefur verið viðvarandi á svæðinu alla tíð og eru til frásagnir frá árinu 1700 þar sem sandur úr Þjórsá er farinn að herja á svæði austan hennar. þ.m.t. Landskóga. Var annar tveggja rofgeira þá búinn að brjóta sér leið „fram í skarðið milli Búrfells og Sauðafells og í gegnum 
Merkihvolsskóg“ (1). Merkihvolsskógur og árbakki Ytri Rangár njóta hverfisverndar skv. aðalskipulagi. Þar er fallegt náttúrulegt skóglendi og einnig mikið og fjölbreytt fuglalíf. einkum mófuglar. Svæðið er í eigu og umsjá Rangárþings ytra (2).",ZKL8XDRUGJ
63.720665,-19.892279,Merkjárfoss (Gluggafoss),fossar. jarðminjar. gil og gljúfur,Merkjárfoss (Gluggafoss) fellur í Merkjá. rétt vestan Múlakots í Fljótshlíð. Fossinn er á náttúruminjaskrá Suðurlands (1). „Fossarnir eru í raun tveir. sá neðri breiður og lágur. sá efri er Gluggafoss. tignarlegur og hár. um það bil 45 metrar á hæð. Saman nefnast þeir Merkjárfossar. Efri hluti klettanna sem hann fellur um er móberg en neðri stallurinn er úr blágrýti. Nafn sitt dregur fossinn af því að vatnið hefur sorfið mjúkt móbergið og myndað göng. vatnið spýtist svo út um gangaopin. „gluggana“ í fossinum neðanverðum. Efst í fossinum fellur hluti vatnsins undir steinboga“ (2).,A4VUM1HE5P
66.210762,-21.911945,Meyjasel,fornminjar,Tvær fornar þústir í Meyjaseli á milli Skjaldbjarnarvíkur og Dranga (1). „Verulega áhugaverður staður fyrir þá sem hafa áhuga á fornleifum. og ekki skemmir útsýnið óg umhverfið. Staðurinn er þó langt frá alfaraleið og þarf að leggja á sig rúmlega klukkutíma siglingu til þess að komast að staðnum“ (2).,X75CUYZKRA
63.856567,-22.243801,Méltunnuklif,jarðminjar,Méltunnuklif eru hraunklettar við gömlu þjóðleiðina milli Krýsuvíkur og Grindavíkur. Þá leið fóru forðum langar birgðalestir fullhlaðnar varningi og liðuðust áleiðis til Skálholts. Talið er að nafnið. Méltunnuklif. sé til komið út af einni slíkri ferð en þar munu „menn hafa misst méltunnu af einum hesta sinna á leið um klifið. Það var þá mun mjórra en nú er.“,F37P2KSNHX
64.244759,-20.66013,Miðdalskirkja,kirkjur,„Miðdalskirkja er í Mosfellsprestakalli í Árnesprófastsdæmi. Kirkjan. sem nú stendur. er lítil timburkirkja. járnklædd með turni á mæni. Hún tekur 50 manns í sæti og var byggð og vígð 1869. Guðmundur Þórðarson var yfirsmiður en Halldór Bjarnason vann aðallega verkið. Altaristaflan er steinprentuð Kristsmynd í eikarramma (Komið til mín). Prédikunarstóllinn var gerður 1837. Gömul altaristafla. sem sýnir kvöldmáltíðina. hangir á norðurhlið kórs. Hún er talin vera eftir Ófeig Jónsson á Heiðarbæ í Þingvallasveit og hann smíðaði líka prédikunarstólinn. Kolbeinn Þorsteinsson (1731-1783) var prestur í Miðdal á árunum 1765-1783. Eftir hann er Gilsbakkaþula (Kátt er á jólum. koma þau senn). Kirkjan var friðuð 1. janúar 1990.“,1NMEDU3HZJ
65.243431,-20.836905,Miðfjarðarrétt,réttir,Miðfjarðarrétt er staðsett norðan við Vesturáreyri en þar koma saman Vesturá og Austurá. sameinast og verða að Miðfjarðará. Vesturá á upptök sín í mörgum kvíslum á Tvídægru en á bökkum hennar má víða finna surtarbrand og steinrunninn við og kísillög (1). Heimamenn byggðu réttina í kringum 1990. en það haust var fyrst réttað í henni. Gamla réttin var orðin úr sér gengin (2). Bæði sauðfé og hross eru rekin til réttarinnar á hausti hverju (3).,DREASFKUGN
66.037086,-15.089677,Miðfjörður,dýralíf. fuglar,Miðfjörður er einn þriggja minni fjarða. ásamt Finnafirði og Bakkafirði. sem ganga til suðurs og vesturs í Bakkaflóa sem er um 18km breiður (1). Mikið æðarvarp er við Miðfjörð og liggja þar æðakollur mjög nálægt þjóðveginum. Gaman er að skoða fuglavarpið t.d. bara á ferð úr bílnum (2). Einnig má sjá hrafnönd í sjónum í firðinum. sérstaklega er það líklegt í maí (3).,B4EL7VT8U5
66.534576,-18.000111,Miðgarðakirkja,byggingalist. kirkjur,Miðgarðakirkja í Grímsey í Eyjafjarðarprófastsdæmi var byggð árið 1867. Áður fyrr voru á staðnum kaþólskar kirkjur helgaðar Ólafi helga Noregskonungi. „Árið 1932 var kirkjan færð um lengd sína frá Miðgarðabænum vegna eldhættu. Þá var byggður kór og forkirkja með turni við hana. (...) Gagnger endurbót fór fram 1956 og hún var endurvígð. Hana annaðist Einar Einarsson. smiður. Hann var djákni á árunum 1961-1967. Einar gerði tréskurðarmyndina á útihurðinni en hún sýnir Jesú í bátnum. þegar hann kyrrði vind og vatn. Einar skar líka út prédikunarstólinn auk skírnarsás. Altaristaflan sýnir kvöldmáltíðina og yfir henni er ævagamall marmarakross með Kristslíkneski úr katólskum sið.“,ZGKE2VRL3U
65.255928,-14.344245,Miðhúsaskógur,fossar. gil og gljúfur. fornminjar. gróður,Miðhúsaskógur er staðsettur við Austanverðan Eyvindarárdal í Fljótsdalshéraði. Miðhúsaskógur er á náttúruminjaskrá Austurlands (1). „Miðhúsaskógur er einn af stærstu skógum landsins. Skógurinn er nokkuð fjölbreyttur. þar vex m.a. birki. reyniviður og gulvíðir. Þar er eitt stærsta útbreiðslusvæði blæaspar á landinu og er hún sums staðar um 9 m há og meira en 100 ára gömul. Birkið er líka víða hátt og getur orðið um 10 m á hæð. Í skóginum vaxa einnig nokkrar sjaldgæfar plöntutegundir. Egilsstaða- og Miðhúsaskógur er vinsælt útivistarsvæði. Í skóginum eru göngustígar þar sem er tilvalið að ganga og skokka“ (2).,H1DMANVLFK
